timestamp,spec_file,src_home,model,seed,input_tokens,output_tokens
2026-04-01T23:13:02.175675,/home/auri/OneDrive/temp/00-orientacoes/andre/workspace/api-test-generator-system/examples/rest-ncs/rest-ncs-original.json,/home/auri/OneDrive/temp/00-orientacoes/andre/workspace/api-test-generator-system/examples/rest-ncs,moonshotai/kimi-k2-0905,42,15482,2052
